Origin,Dest,Route,Total_Flights,Avg_Delay,Avg_Distance
IAH,TYS,IAHto(->)TYS,27,41.592592592592595,772.0
ABQ,MCI,ABQto(->)MCI,11,41.45454545454545,718.0
SAT,ELP,SATto(->)ELP,28,41.42857142857143,496.0
ATL,PHL,ATLto(->)PHL,40,41.425,665.0
BTR,IAH,BTRto(->)IAH,34,41.411764705882355,253.0
BNA,IAH,BNAto(->)IAH,52,41.40384615384615,657.0
BOI,RNO,BOIto(->)RNO,25,41.4,335.0
FAT,SLC,FATto(->)SLC,20,41.4,501.0
SJC,LAX,SJCto(->)LAX,212,41.386792452830186,308.0
LAS,SJC,LASto(->)SJC,120,41.36666666666667,386.0
LAX,IYK,LAXto(->)IYK,18,41.333333333333336,123.0
SYR,CLE,SYRto(->)CLE,19,41.31578947368421,317.0
MIA,DEN,MIAto(->)DEN,16,41.3125,1709.0
GEG,ONT,GEGto(->)ONT,16,41.3125,936.0
IND,CLT,INDto(->)CLT,16,41.25,428.0
BWI,LAX,BWIto(->)LAX,20,41.25,2329.0
DEN,SAT,DENto(->)SAT,62,41.193548387096776,794.0
EUG,SLC,EUGto(->)SLC,11,41.18181818181818,619.0
MCI,AUS,MCIto(->)AUS,17,41.1764705882353,650.0
CMH,EWR,CMHto(->)EWR,30,41.166666666666664,462.0
SAN,SLC,SANto(->)SLC,25,41.12,626.0
GEG,SLC,GEGto(->)SLC,50,41.1,546.0
CVG,CHS,CVGto(->)CHS,19,41.05263157894737,497.0
BUR,SLC,BURto(->)SLC,55,41.018181818181816,574.0
CLE,DCA,CLEto(->)DCA,22,41.0,310.0
LAX,SLC,LAXto(->)SLC,114,40.973684210526315,590.0
BOI,SLC,BOIto(->)SLC,63,40.95238095238095,291.0
GRR,EWR,GRRto(->)EWR,21,40.95238095238095,605.0
STL,LAS,STLto(->)LAS,21,40.95238095238095,1372.0
SLC,EUG,SLCto(->)EUG,16,40.9375,619.0
SEA,IAD,SEAto(->)IAD,38,40.921052631578945,2306.0
SLC,BUR,SLCto(->)BUR,46,40.84782608695652,574.0
EWR,STL,EWRto(->)STL,48,40.833333333333336,872.0
ONT,SAT,ONTto(->)SAT,28,40.82142857142857,1167.0
YUM,LAX,YUMto(->)LAX,14,40.785714285714285,237.0
DEN,DTW,DENto(->)DTW,28,40.785714285714285,1123.0
IAH,LEX,IAHto(->)LEX,30,40.733333333333334,828.0
LGB,RNO,LGBto(->)RNO,18,40.72222222222222,402.0
SLC,GJT,SLCto(->)GJT,18,40.72222222222222,217.0
LAX,FAT,LAXto(->)FAT,67,40.701492537313435,209.0
DEN,FLL,DENto(->)FLL,13,40.69230769230769,1703.0
STT,SJU,STTto(->)SJU,14,40.642857142857146,68.0
BNA,SLC,BNAto(->)SLC,14,40.642857142857146,1403.0
TUS,LAX,TUSto(->)LAX,83,40.6144578313253,451.0
DEN,FCA,DENto(->)FCA,17,40.588235294117645,753.0
PDX,EUG,PDXto(->)EUG,21,40.57142857142857,106.0
MDW,PIT,MDWto(->)PIT,54,40.53703703703704,402.0
MDW,JAN,MDWto(->)JAN,31,40.516129032258064,666.0
ONT,OAK,ONTto(->)OAK,109,40.477064220183486,361.0
JAN,HOU,JANto(->)HOU,21,40.476190476190474,359.0
IAH,LFT,IAHto(->)LFT,60,40.46666666666667,201.0
IAD,MCO,IADto(->)MCO,68,40.455882352941174,758.0
IAH,CRW,IAHto(->)CRW,11,40.45454545454545,975.0
CLT,PWM,CLTto(->)PWM,12,40.416666666666664,812.0
PSP,LAX,PSPto(->)LAX,74,40.32432432432432,110.0
ORD,SYR,ORDto(->)SYR,25,40.32,607.0
IAH,ABQ,IAHto(->)ABQ,51,40.31372549019608,744.0
DCA,JAX,DCAto(->)JAX,13,40.30769230769231,634.0
DEN,GJT,DENto(->)GJT,41,40.26829268292683,212.0
DEN,DAY,DENto(->)DAY,14,40.214285714285715,1084.0
MOD,LAX,MODto(->)LAX,33,40.18181818181818,292.0
MCI,DEN,MCIto(->)DEN,86,40.174418604651166,533.0
BWI,CLT,BWIto(->)CLT,41,40.170731707317074,361.0
HOU,SAT,HOUto(->)SAT,59,40.16949152542373,192.0
DEN,GEG,DENto(->)GEG,25,40.16,836.0
DTW,MDW,DTWto(->)MDW,60,40.15,229.0
SGU,SLC,SGUto(->)SLC,43,40.13953488372093,269.0
LAX,COS,LAXto(->)COS,30,40.13333333333333,833.0
PIT,PHL,PITto(->)PHL,83,40.08433734939759,267.0
ORD,SAN,ORDto(->)SAN,86,40.05813953488372,1723.0
LAX,SMF,LAXto(->)SMF,195,40.05641025641026,373.0
IAH,ICT,IAHto(->)ICT,45,40.044444444444444,542.0
JAN,IAH,JANto(->)IAH,37,40.0,351.0
BNA,DEN,BNAto(->)DEN,38,40.0,1013.0
IAH,AMA,IAHto(->)AMA,17,40.0,519.0
ABQ,IAH,ABQto(->)IAH,42,40.0,744.0
RDU,LGA,RDUto(->)LGA,31,39.96774193548387,431.0
PIT,CVG,PITto(->)CVG,25,39.92,256.0
RDU,CLT,RDUto(->)CLT,39,39.87179487179487,130.0
COS,SMF,COSto(->)SMF,15,39.86666666666667,911.0
DEN,PIT,DENto(->)PIT,29,39.827586206896555,1290.0
EWR,PIT,EWRto(->)PIT,68,39.8235294117647,319.0
EWR,DAY,EWRto(->)DAY,22,39.81818181818182,533.0
SLC,OAK,SLCto(->)OAK,92,39.81521739130435,588.0
HSV,DEN,HSVto(->)DEN,10,39.8,1048.0
DFW,IAH,DFWto(->)IAH,25,39.8,224.0
RNO,DEN,RNOto(->)DEN,27,39.77777777777778,804.0
EWR,MHT,EWRto(->)MHT,44,39.77272727272727,209.0
ABQ,LAS,ABQto(->)LAS,56,39.767857142857146,487.0
EWR,SAV,EWRto(->)SAV,24,39.75,708.0
COS,DEN,COSto(->)DEN,74,39.74324324324324,72.0
GJT,SLC,GJTto(->)SLC,22,39.72727272727273,217.0
AUS,JFK,AUSto(->)JFK,26,39.69230769230769,1522.0
CMH,MCI,CMHto(->)MCI,11,39.63636363636363,633.0
SJC,LAS,SJCto(->)LAS,136,39.63235294117647,386.0
EWR,IAD,EWRto(->)IAD,48,39.604166666666664,213.0
SLC,SGU,SLCto(->)SGU,50,39.6,269.0
EWR,CHS,EWRto(->)CHS,26,39.57692307692308,628.0
CLT,MDT,CLTto(->)MDT,30,39.56666666666667,413.0
MCO,LAX,MCOto(->)LAX,30,39.56666666666667,2217.0
LGA,MSY,LGAto(->)MSY,11,39.54545454545455,1183.0
SNA,OAK,SNAto(->)OAK,68,39.529411764705884,371.0
SMF,LAX,SMFto(->)LAX,192,39.505208333333336,373.0
BNA,LAS,BNAto(->)LAS,26,39.46153846153846,1588.0
SDF,CLE,SDFto(->)CLE,11,39.45454545454545,304.0
ORD,SFO,ORDto(->)SFO,157,39.452229299363054,1846.0
SFO,PHL,SFOto(->)PHL,84,39.42857142857143,2521.0
LGA,RDU,LGAto(->)RDU,24,39.375,431.0
SLC,ABQ,SLCto(->)ABQ,54,39.370370370370374,493.0
SAV,EWR,SAVto(->)EWR,25,39.36,708.0
MDW,IND,MDWto(->)IND,50,39.36,162.0
PVD,PHL,PVDto(->)PHL,56,39.339285714285715,238.0
SAT,MDW,SATto(->)MDW,12,39.333333333333336,1036.0
RDM,SLC,RDMto(->)SLC,15,39.333333333333336,526.0
OAK,PHX,OAKto(->)PHX,90,39.32222222222222,646.0
SFO,IAH,SFOto(->)IAH,19,39.31578947368421,1635.0
RIC,LGA,RICto(->)LGA,20,39.3,292.0
IAH,LCH,IAHto(->)LCH,32,39.28125,127.0
MCI,RDU,MCIto(->)RDU,11,39.27272727272727,904.0
PDX,SLC,PDXto(->)SLC,79,39.22784810126582,630.0
LAS,DEN,LASto(->)DEN,177,39.21468926553672,629.0
CVG,PBI,CVGto(->)PBI,15,39.2,892.0
ABQ,PDX,ABQto(->)PDX,10,39.2,1111.0
OAK,SLC,OAKto(->)SLC,103,39.19417475728155,588.0
LAS,ONT,LASto(->)ONT,113,39.16814159292036,197.0
MDW,BNA,MDWto(->)BNA,107,39.1588785046729,395.0
BOS,LGA,BOSto(->)LGA,41,39.1219512195122,185.0
CVG,BWI,CVGto(->)BWI,25,39.08,430.0
DEN,OAK,DENto(->)OAK,88,39.03409090909091,957.0
LAX,SEA,LAXto(->)SEA,106,39.0188679245283,954.0
ABQ,MAF,ABQto(->)MAF,12,39.0,332.0
XNA,EWR,XNAto(->)EWR,16,39.0,1130.0
STL,LIT,STLto(->)LIT,14,39.0,296.0
ATL,MKE,ATLto(->)MKE,11,39.0,669.0
LAX,CLD,LAXto(->)CLD,50,39.0,86.0
OAK,LAS,OAKto(->)LAS,143,38.99300699300699,407.0
IAH,IAD,IAHto(->)IAD,35,38.97142857142857,1190.0
DEN,LGA,DENto(->)LGA,69,38.89855072463768,1619.0
RDU,MKE,RDUto(->)MKE,18,38.888888888888886,689.0
DEN,FSD,DENto(->)FSD,42,38.88095238095238,483.0
DEN,MSO,DENto(->)MSO,24,38.833333333333336,679.0
LAS,SLC,LASto(->)SLC,126,38.82539682539682,368.0
DEN,HDN,DENto(->)HDN,48,38.8125,142.0
OKC,IAH,OKCto(->)IAH,37,38.810810810810814,395.0
MCO,IAD,MCOto(->)IAD,58,38.810344827586206,758.0
LAX,YUM,LAXto(->)YUM,21,38.80952380952381,237.0
SFO,PMD,SFOto(->)PMD,24,38.791666666666664,316.0
MCI,BNA,MCIto(->)BNA,24,38.791666666666664,491.0
DRO,DEN,DROto(->)DEN,42,38.76190476190476,251.0
OAK,PDX,OAKto(->)PDX,68,38.75,543.0
PVD,CVG,PVDto(->)CVG,18,38.72222222222222,722.0
IAH,GSO,IAHto(->)GSO,32,38.65625,986.0
BOS,ORF,BOSto(->)ORF,14,38.642857142857146,468.0
DEN,EGE,DENto(->)EGE,52,38.61538461538461,121.0
DEN,TUS,DENto(->)TUS,40,38.6,639.0
CPR,DEN,CPRto(->)DEN,22,38.59090909090909,230.0
MKE,MSP,MKEto(->)MSP,43,38.51162790697674,297.0
SLC,PHX,SLCto(->)PHX,198,38.464646464646464,507.0
DEN,BWI,DENto(->)BWI,79,38.45569620253165,1491.0
DEN,MSN,DENto(->)MSN,22,38.45454545454545,826.0
JFK,PIT,JFKto(->)PIT,25,38.44,340.0
LAX,SBA,LAXto(->)SBA,73,38.43835616438356,89.0
SYR,EWR,SYRto(->)EWR,37,38.432432432432435,194.0
EWR,SDF,EWRto(->)SDF,28,38.42857142857143,642.0
ORD,HNL,ORDto(->)HNL,12,38.416666666666664,4243.0
ICT,IAH,ICTto(->)IAH,33,38.39393939393939,542.0
SAN,MRY,SANto(->)MRY,28,38.392857142857146,376.0
PHX,OMA,PHXto(->)OMA,49,38.38775510204081,1037.0
EWR,BNA,EWRto(->)BNA,57,38.3859649122807,748.0
SUN,SLC,SUNto(->)SLC,40,38.375,223.0
CLT,CHS,CLTto(->)CHS,29,38.3448275862069,168.0
PIT,MDW,PITto(->)MDW,38,38.3421052631579,402.0
IAH,LRD,IAHto(->)LRD,15,38.333333333333336,301.0
CVG,LGA,CVGto(->)LGA,33,38.303030303030305,585.0
PVD,CLT,PVDto(->)CLT,15,38.266666666666666,683.0
CRP,HOU,CRPto(->)HOU,28,38.25,187.0
STL,MCO,STLto(->)MCO,33,38.21212121212121,880.0
SAN,OKC,SANto(->)OKC,30,38.2,1136.0
DEN,MCO,DENto(->)MCO,66,38.18181818181818,1545.0
SEA,PDX,SEAto(->)PDX,44,38.15909090909091,129.0
BUF,MDW,BUFto(->)MDW,28,38.107142857142854,468.0
LAX,GEG,LAXto(->)GEG,19,38.10526315789474,945.0
MFR,DEN,MFRto(->)DEN,11,38.09090909090909,964.0
SEA,GEG,SEAto(->)GEG,67,38.07462686567164,224.0
LAX,IAD,LAXto(->)IAD,107,38.05607476635514,2288.0
CVG,PIT,CVGto(->)PIT,20,38.05,256.0
MDW,OAK,MDWto(->)OAK,47,38.04255319148936,1844.0
DEN,TPA,DENto(->)TPA,47,38.02127659574468,1506.0
EWR,SYR,EWRto(->)SYR,47,38.02127659574468,194.0
PBI,CVG,PBIto(->)CVG,21,38.0,892.0
PHX,FAT,PHXto(->)FAT,26,38.0,493.0
BWI,CVG,BWIto(->)CVG,26,37.96153846153846,430.0
DEN,FAT,DENto(->)FAT,19,37.94736842105263,844.0
PHX,TUS,PHXto(->)TUS,75,37.906666666666666,110.0
DEN,RAP,DENto(->)RAP,36,37.888888888888886,301.0
GSO,CVG,GSOto(->)CVG,17,37.88235294117647,330.0
JAN,MDW,JANto(->)MDW,16,37.875,666.0
BFL,PHX,BFLto(->)PHX,12,37.833333333333336,425.0
IND,LAS,INDto(->)LAS,11,37.81818181818182,1591.0
ONT,DEN,ONTto(->)DEN,39,37.794871794871796,819.0
LGA,DEN,LGAto(->)DEN,53,37.77358490566038,1619.0
ATL,DEN,ATLto(->)DEN,13,37.76923076923077,1199.0
CVG,TUL,CVGto(->)TUL,13,37.76923076923077,646.0
EWR,CAE,EWRto(->)CAE,15,37.733333333333334,602.0
BNA,JAX,BNAto(->)JAX,40,37.725,484.0
IAH,SLC,IAHto(->)SLC,47,37.723404255319146,1195.0
LAS,BUR,LASto(->)BUR,152,37.71052631578947,223.0
SDF,MDW,SDFto(->)MDW,34,37.6764705882353,271.0
BUR,LAS,BURto(->)LAS,126,37.63492063492063,223.0
IAD,SJC,IADto(->)SJC,13,37.61538461538461,2400.0
STL,JFK,STLto(->)JFK,10,37.6,892.0
LGA,CVG,LGAto(->)CVG,26,37.53846153846154,585.0
CVG,DCA,CVGto(->)DCA,22,37.5,411.0
EWR,TYS,EWRto(->)TYS,16,37.5,631.0
MCI,SAT,MCIto(->)SAT,39,37.48717948717949,706.0
CVG,DFW,CVGto(->)DFW,55,37.45454545454545,812.0
LAS,TUS,LASto(->)TUS,83,37.42168674698795,365.0
CLT,TPA,CLTto(->)TPA,77,37.4025974025974,508.0
DCA,CLT,DCAto(->)CLT,34,37.38235294117647,331.0
LIT,IAH,LITto(->)IAH,17,37.35294117647059,374.0
CLT,IAH,CLTto(->)IAH,87,37.3448275862069,913.0
ONT,LAX,ONTto(->)LAX,15,37.333333333333336,47.0
IAH,ATL,IAHto(->)ATL,17,37.294117647058826,689.0
LAS,PHX,LASto(->)PHX,276,37.28260869565217,256.0
EWR,ROC,EWRto(->)ROC,43,37.25581395348837,246.0
CVG,MCI,CVGto(->)MCI,41,37.19512195121951,539.0
TPA,ABQ,TPAto(->)ABQ,13,37.15384615384615,1497.0
PHL,CLT,PHLto(->)CLT,64,37.125,448.0
PHX,SLC,PHXto(->)SLC,209,37.100478468899524,507.0
DCA,CLE,DCAto(->)CLE,20,37.1,310.0
LGA,CLT,LGAto(->)CLT,64,37.09375,544.0
DEN,OKC,DENto(->)OKC,78,37.05128205128205,495.0
BWI,CLE,BWIto(->)CLE,49,37.02040816326531,314.0
MDW,SAN,MDWto(->)SAN,57,37.01754385964912,1728.0
SFO,PIT,SFOto(->)PIT,10,37.0,2254.0
MHT,PHL,MHTto(->)PHL,57,36.92982456140351,290.0
IAH,TUL,IAHto(->)TUL,16,36.875,429.0
DTW,LAS,DTWto(->)LAS,14,36.857142857142854,1750.0
EWR,GRR,EWRto(->)GRR,12,36.833333333333336,605.0
LAS,OAK,LASto(->)OAK,157,36.82165605095541,407.0
PDX,RDM,PDXto(->)RDM,27,36.81481481481482,116.0
STL,IAH,STLto(->)IAH,16,36.8125,668.0
LAS,SAN,LASto(->)SAN,180,36.80555555555556,258.0
OMA,LAS,OMAto(->)LAS,20,36.8,1099.0
OKC,DAL,OKCto(->)DAL,30,36.766666666666666,181.0
MRY,LGB,MRYto(->)LGB,11,36.72727272727273,283.0
MCI,CVG,MCIto(->)CVG,38,36.71052631578947,539.0
LAS,BOS,LASto(->)BOS,24,36.666666666666664,2381.0
MDW,BWI,MDWto(->)BWI,88,36.63636363636363,611.0
DEN,AUS,DENto(->)AUS,41,36.63414634146341,775.0
DEN,MCI,DENto(->)MCI,94,36.61702127659574,533.0
SEA,DEN,SEAto(->)DEN,110,36.60909090909091,1024.0
LAS,SMF,LASto(->)SMF,122,36.557377049180324,397.0
STL,OKC,STLto(->)OKC,20,36.55,462.0
SAN,LAS,SANto(->)LAS,180,36.544444444444444,258.0
LGA,BOS,LGAto(->)BOS,33,36.484848484848484,185.0
MCI,SLC,MCIto(->)SLC,26,36.46153846153846,919.0
LAX,OAK,LAXto(->)OAK,252,36.42460317460318,337.0
HSV,CVG,HSVto(->)CVG,10,36.4,325.0
IAH,GPT,IAHto(->)GPT,44,36.38636363636363,376.0
LAX,PHX,LAXto(->)PHX,279,36.365591397849464,370.0
ABQ,AMA,ABQto(->)AMA,11,36.36363636363637,277.0
OXR,LAX,OXRto(->)LAX,11,36.36363636363637,49.0
SAV,CLT,SAVto(->)CLT,19,36.31578947368421,213.0
LAS,OKC,LASto(->)OKC,13,36.30769230769231,987.0
CRW,IAH,CRWto(->)IAH,23,36.30434782608695,975.0
IAD,PIT,IADto(->)PIT,28,36.285714285714285,183.0
LAS,BNA,LASto(->)BNA,41,36.26829268292683,1588.0
IAH,DSM,IAHto(->)DSM,23,36.26086956521739,802.0
LAS,PSP,LASto(->)PSP,16,36.25,173.0
CVG,EWR,CVGto(->)EWR,71,36.23943661971831,569.0
EWR,DTW,EWRto(->)DTW,45,36.22222222222222,487.0
OMA,IAH,OMAto(->)IAH,35,36.17142857142857,781.0
COS,IAH,COSto(->)IAH,28,36.107142857142854,809.0
SAT,HOU,SATto(->)HOU,48,36.104166666666664,192.0
ATL,IAH,ATLto(->)IAH,11,36.09090909090909,689.0
CVG,LEX,CVGto(->)LEX,22,36.09090909090909,70.0
RDU,ATL,RDUto(->)ATL,12,36.083333333333336,356.0
MDW,MCI,MDWto(->)MCI,134,36.07462686567164,405.0
TUL,IAH,TULto(->)IAH,15,36.06666666666667,429.0
BOI,GEG,BOIto(->)GEG,30,36.0,287.0
MSY,IAD,MSYto(->)IAD,26,36.0,954.0
SAN,OAK,SANto(->)OAK,191,35.97905759162304,446.0
LAS,AUS,LASto(->)AUS,38,35.973684210526315,1090.0
ABQ,LAX,ABQto(->)LAX,69,35.971014492753625,677.0
PIT,IAH,PITto(->)IAH,23,35.95652173913044,1117.0
OKC,HOU,OKCto(->)HOU,30,35.86666666666667,419.0
ONT,LAS,ONTto(->)LAS,112,35.830357142857146,197.0
IAH,SHV,IAHto(->)SHV,43,35.81395348837209,192.0
CLD,LAX,CLDto(->)LAX,50,35.8,86.0
SLC,ASE,SLCto(->)ASE,24,35.791666666666664,291.0
JFK,DCA,JFKto(->)DCA,27,35.77777777777778,213.0
CPR,SLC,CPRto(->)SLC,27,35.74074074074074,320.0
HOU,PHL,HOUto(->)PHL,19,35.73684210526316,1335.0
STL,SLC,STLto(->)SLC,49,35.734693877551024,1156.0
LBB,AUS,LBBto(->)AUS,14,35.714285714285715,341.0
SLC,YKM,SLCto(->)YKM,10,35.7,586.0
SEA,SMF,SEAto(->)SMF,57,35.68421052631579,605.0
AUS,ONT,AUSto(->)ONT,12,35.666666666666664,1197.0
CVG,JAX,CVGto(->)JAX,24,35.625,614.0
PNS,IAH,PNSto(->)IAH,13,35.61538461538461,489.0
DEN,DRO,DENto(->)DRO,39,35.61538461538461,251.0
MKE,CVG,MKEto(->)CVG,31,35.61290322580645,318.0
MFE,IAH,MFEto(->)IAH,15,35.6,316.0
LAX,JFK,LAXto(->)JFK,71,35.563380281690144,2475.0
SAN,PHX,SANto(->)PHX,189,35.53968253968254,304.0
CLT,SAV,CLTto(->)SAV,30,35.53333333333333,213.0
PHL,STT,PHLto(->)STT,12,35.5,1605.0
TUL,DAL,TULto(->)DAL,37,35.45945945945946,237.0
CLE,BNA,CLEto(->)BNA,30,35.43333333333333,448.0
OAK,ONT,OAKto(->)ONT,112,35.410714285714285,361.0
DFW,LAS,DFWto(->)LAS,22,35.40909090909091,1055.0
SLC,SAN,SLCto(->)SAN,19,35.36842105263158,626.0
MYR,EWR,MYRto(->)EWR,11,35.27272727272727,550.0
CLT,CMH,CLTto(->)CMH,11,35.27272727272727,346.0
BNA,JFK,BNAto(->)JFK,18,35.22222222222222,766.0
DEN,FAR,DENto(->)FAR,18,35.22222222222222,627.0
MDW,PHL,MDWto(->)PHL,86,35.2093023255814,668.0
SLC,LWS,SLCto(->)LWS,13,35.15384615384615,461.0
BOI,SEA,BOIto(->)SEA,27,35.148148148148145,399.0
TUS,IAH,TUSto(->)IAH,24,35.125,936.0
LAX,SAN,LAXto(->)SAN,159,35.088050314465406,109.0
SAN,SJC,SANto(->)SJC,95,35.084210526315786,417.0
MDW,ABQ,MDWto(->)ABQ,12,35.083333333333336,1121.0
SMF,SAT,SMFto(->)SAT,15,35.06666666666667,1463.0
BOS,LAX,BOSto(->)LAX,20,35.05,2611.0
CVG,GRR,CVGto(->)GRR,41,35.048780487804876,268.0
MDW,ALB,MDWto(->)ALB,22,35.04545454545455,717.0
SMF,DEN,SMFto(->)DEN,45,35.0,910.0
TPA,DEN,TPAto(->)DEN,33,35.0,1506.0
SLC,OKC,SLCto(->)OKC,29,35.0,866.0
DCA,LEX,DCAto(->)LEX,12,35.0,414.0
BUR,SMF,BURto(->)SMF,99,34.97979797979798,358.0
CLT,ILM,CLTto(->)ILM,21,34.95238095238095,185.0
CMH,MDW,CMHto(->)MDW,51,34.94117647058823,284.0
MCO,CLT,MCOto(->)CLT,66,34.90909090909091,468.0
IAD,FLL,IADto(->)FLL,10,34.9,901.0
SLC,SEA,SLCto(->)SEA,48,34.875,689.0
OAK,LAX,OAKto(->)LAX,243,34.8559670781893,337.0
MSY,HOU,MSYto(->)HOU,90,34.84444444444444,303.0
STL,CLE,STLto(->)CLE,22,34.81818181818182,487.0
SAN,OMA,SANto(->)OMA,27,34.81481481481482,1313.0
RSW,MDW,RSWto(->)MDW,20,34.8,1105.0
DEN,CVG,DENto(->)CVG,15,34.8,1069.0
MDW,DTW,MDWto(->)DTW,78,34.76923076923077,229.0
SMF,LAS,SMFto(->)LAS,122,34.75409836065574,397.0
MDW,OMA,MDWto(->)OMA,52,34.75,423.0
EWR,XNA,EWRto(->)XNA,19,34.68421052631579,1130.0
DEN,SNA,DENto(->)SNA,64,34.65625,846.0
IAH,DAL,IAHto(->)DAL,97,34.63917525773196,217.0
CMH,BOS,CMHto(->)BOS,11,34.63636363636363,640.0
BHM,TPA,BHMto(->)TPA,23,34.608695652173914,460.0
ONT,OKC,ONTto(->)OKC,13,34.53846153846154,1140.0
CLT,MYR,CLTto(->)MYR,37,34.513513513513516,156.0
DEN,PSP,DENto(->)PSP,29,34.44827586206897,776.0
RDU,LAS,RDUto(->)LAS,14,34.42857142857143,2027.0
CLE,CLT,CLEto(->)CLT,28,34.42857142857143,430.0
CMH,LAS,CMHto(->)LAS,22,34.40909090909091,1772.0
MSP,IAH,MSPto(->)IAH,20,34.4,1034.0
PHL,HOU,PHLto(->)HOU,21,34.38095238095238,1335.0
IAH,MCI,IAHto(->)MCI,45,34.37777777777778,643.0
PHX,EWR,PHXto(->)EWR,32,34.375,2133.0
PDX,SJC,PDXto(->)SJC,34,34.35294117647059,569.0
RIC,CLE,RICto(->)CLE,18,34.333333333333336,362.0
SMF,PDX,SMFto(->)PDX,78,34.294871794871796,479.0
BNA,MDW,BNAto(->)MDW,46,34.26086956521739,395.0
LAS,MCI,LASto(->)MCI,70,34.25714285714286,1140.0
RNO,OAK,RNOto(->)OAK,47,34.234042553191486,180.0
JAX,PHL,JAXto(->)PHL,27,34.22222222222222,742.0
AUS,DEN,AUSto(->)DEN,27,34.22222222222222,775.0
MDW,MHT,MDWto(->)MHT,46,34.21739130434783,838.0
AUS,ABQ,AUSto(->)ABQ,14,34.214285714285715,619.0
CVG,OMA,CVGto(->)OMA,10,34.2,614.0
MDT,ATL,MDTto(->)ATL,10,34.2,619.0
EWR,PVD,EWRto(->)PVD,38,34.18421052631579,160.0
GSP,EWR,GSPto(->)EWR,23,34.17391304347826,594.0
PHX,LAX,PHXto(->)LAX,288,34.16319444444444,370.0
RNO,PHX,RNOto(->)PHX,81,34.123456790123456,601.0
MCI,LAS,MCIto(->)LAS,48,34.104166666666664,1140.0
ELP,PHX,ELPto(->)PHX,68,34.088235294117645,347.0
CMH,TPA,CMHto(->)TPA,13,34.07692307692308,829.0
HSV,IAH,HSVto(->)IAH,15,34.06666666666667,595.0
BOI,LAS,BOIto(->)LAS,18,34.05555555555556,520.0
ELP,DAL,ELPto(->)DAL,46,34.04347826086956,562.0
MAF,DAL,MAFto(->)DAL,47,34.04255319148936,319.0
SFO,IAD,SFOto(->)IAD,103,34.03883495145631,2419.0
PIT,MCO,PITto(->)MCO,32,34.03125,834.0
AMA,DAL,AMAto(->)DAL,37,34.027027027027025,324.0
SJC,PDX,SJCto(->)PDX,37,34.027027027027025,569.0
IAH,IND,IAHto(->)IND,30,34.0,845.0
SJU,ORD,SJUto(->)ORD,26,33.96153846153846,2072.0
PDX,LAS,PDXto(->)LAS,56,33.857142857142854,762.0
CVG,CID,CVGto(->)CID,13,33.84615384615385,419.0
MDW,STL,MDWto(->)STL,103,33.80582524271845,251.0
SNA,LAS,SNAto(->)LAS,90,33.74444444444445,226.0
PSP,PHX,PSPto(->)PHX,35,33.74285714285714,261.0
LAS,TPA,LASto(->)TPA,41,33.73170731707317,1984.0
CHS,LGA,CHSto(->)LGA,26,33.73076923076923,641.0
CVG,FLL,CVGto(->)FLL,11,33.72727272727273,932.0
SAT,LAS,SATto(->)LAS,32,33.71875,1069.0
IAH,DCA,IAHto(->)DCA,15,33.666666666666664,1208.0
MFR,SLC,MFRto(->)SLC,13,33.61538461538461,575.0
SJU,IAD,SJUto(->)IAD,21,33.57142857142857,1571.0
BUR,SJC,BURto(->)SJC,94,33.56382978723404,296.0
ABQ,SLC,ABQto(->)SLC,40,33.525,493.0
PNS,CLT,PNSto(->)CLT,12,33.5,488.0
SJC,PHX,SJCto(->)PHX,106,33.5,621.0
PVD,MDW,PVDto(->)MDW,33,33.484848484848484,842.0
IAD,MDW,IADto(->)MDW,41,33.46341463414634,577.0
EWR,MSP,EWRto(->)MSP,37,33.45945945945946,1008.0
ABQ,ELP,ABQto(->)ELP,16,33.4375,223.0
CLT,LGA,CLTto(->)LGA,142,33.429577464788736,544.0
EWR,ORF,EWRto(->)ORF,44,33.38636363636363,284.0
LAS,CLE,LASto(->)CLE,13,33.38461538461539,1825.0
DEN,SEA,DENto(->)SEA,114,33.37719298245614,1024.0
ATL,CLE,ATLto(->)CLE,11,33.36363636363637,554.0
PDX,LAX,PDXto(->)LAX,57,33.35087719298246,834.0
LAS,ABQ,LASto(->)ABQ,67,33.343283582089555,487.0
SJC,RNO,SJCto(->)RNO,50,33.34,188.0
BOI,DEN,BOIto(->)DEN,39,33.333333333333336,649.0
HOU,HRL,HOUto(->)HRL,69,33.31884057971015,276.0
PHX,SBP,PHXto(->)SBP,20,33.2,509.0
GJT,DEN,GJTto(->)DEN,45,33.17777777777778,212.0
MDW,DEN,MDWto(->)DEN,76,33.1578947368421,895.0
LAS,RNO,LASto(->)RNO,160,33.14375,345.0
BOS,DEN,BOSto(->)DEN,31,33.12903225806452,1754.0
STL,DAL,STLto(->)DAL,55,33.127272727272725,546.0
PHX,ICT,PHXto(->)ICT,10,33.1,870.0
ATL,CLT,ATLto(->)CLT,75,33.093333333333334,227.0
RNO,LAS,RNOto(->)LAS,159,33.088050314465406,345.0
HOU,ELP,HOUto(->)ELP,29,33.06896551724138,677.0
PDX,SEA,PDXto(->)SEA,46,33.06521739130435,129.0
PHL,BOS,PHLto(->)BOS,97,33.06185567010309,280.0
IAH,MKE,IAHto(->)MKE,50,33.04,984.0
IAH,VPS,IAHto(->)VPS,22,33.0,510.0
